business_id,name,normalized_name,rating,review_count,rating_band,rating_reliability,price,price_level,price_tier,value_score,hidden_gem,shop_type,popularity_band,categories,address,address1,city,state,zip_code,latitude,longitude,phone,yelp_url,image_url
'31spgH5Y39pnxvO1FMwMnQ,Capital One Café,capital one cafe,3.9,107,3.5-3.9,50+ reviews,$$,2,Moderate,63.93,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Banks & Credit Unions","732 7th St NW, Washington, DC 20001",732 7th St NW,"Washington, DC",DC,20001,38.89952,-77.02215,(202) 313-7005,https://www.yelp.com/biz/capital-one-caf%C3%A9-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/c20YNHcQVn0A2GT40PZkFg/o.jpg
'hw5ZsyATyF0Vd7xy6WqzQw,Union Kitchen,union kitchen,4.1,129,4.0-4.4,50+ reviews,$$,2,Moderate,67.51,No,Chain,Medium: 50-199 reviews,"Sandwiches, Convenience Stores, Coffee & Tea","538 3rd St NE, Washington, DC 20002",538 3rd St NE,"Washington, DC",DC,20002,38.89717,-77.00231,(202) 792-7850,https://www.yelp.com/biz/union-kitchen-washington-6?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/doxMNxpw2JDroQf8X5PtsQ/o.jpg
'sZfXa9GR8Y7BH4SqEkOKug,maman,maman,4.6,20,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,Yes,Chain,Low: under 50 reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","2000 Pennsylvania Ave NW, Washington, DC 20006",2000 Pennsylvania Ave NW,"Washington, DC",DC,20006,38.90029988,-77.0450545,(202) 516-4872,https://www.yelp.com/biz/maman-washington-8?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/bAlYbxg84tdhlMnpxnreMg/o.jpg
'wEImqYxpOdfwCgVnqgS3_w,Slipstream,slipstream,5,1,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Coffee Roasteries, Breakfast & Brunch","1899 Pennsylvania Ave NW, Washington, DC 20006",1899 Pennsylvania Ave NW,"Washington, DC",DC,20006,38.90037149,-77.04315359,,https://www.yelp.com/biz/slipstream-washington-9?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/0ORked5Jt2UU1q6ZZajPwQ/o.jpg
'xsIL3WR0MDq_76pA4xaHuA,Italian Bar,italian bar,4.3,28,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Gelato, Cafes","5008 Connecticut Ave NW, Ste B, Washington, DC 20008",5008 Connecticut Ave NW,"Washington, DC",DC,20008,38.95507614,-77.07014,,https://www.yelp.com/biz/italian-bar-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/QvOKIouNkElEXKRsEMWGaA/o.jpg
'INOTBBvvXbkqrm5Dmona9A,Fresh Baguette,fresh baguette,3.9,54,3.5-3.9,50+ reviews,Unknown,,Unknown,,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Bakeries, Sandwiches","575 7th St NW, Washington, DC 20004",575 7th St NW,"Washington, DC",DC,20004,38.8966772,-77.021677,(888) 648-0009,https://www.yelp.com/biz/fresh-baguette-washington-4?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/petxcNNbpTaAWiz_s98cqA/o.jpg
'cBglUm7txTsnsAPTpSTJAQ,IL Creations,il creations,4.3,8,4.0-4.4,Under 50 reviews,$,1,Budget,73.27,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Health Markets","1400 Independence Ave SW, Washington, DC 20250",1400 Independence Ave SW,"Washington, DC",DC,20250,38.88717065,-77.03125909,(301) 468-3902,https://www.yelp.com/biz/il-creations-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/qfcJhsSrKvV8lFEfFp2dAA/o.jpg
'pnzTul5f-dhJqeH5nrUxCQ,Brew On U,brew on u,4.1,15,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Desserts, Empanadas","1931 13th St NW, Washington, DC 20009",1931 13th St NW,"Washington, DC",DC,20009,38.91662414,-77.0293288,(202) 892-1122,https://www.yelp.com/biz/brew-on-u-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/V-A4egwwwAdoAxHaWTVNRg/o.jpg
'1mMNfdwIpFddUrr-W7VpHA,Tatte Bakery & Cafe | 14th St,tatte bakery and cafe 14th st,3.5,37,3.5-3.9,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","1400 W St NW, Washington, DC 20009",1400 W St NW,"Washington, DC",DC,20009,38.919,-77.03248,(202) 597-5418,https://www.yelp.com/biz/tatte-bakery-and-cafe-washington-10?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/2dAQYMOOTpV_gjezLW_r6Q/o.jpg
'X_uV_V1SwuI5vEa9rwfBBg,Dupont Coffee Collective,dupont coffee collective,4.2,35,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"1909 Q St NW, Washington, DC 20009",1909 Q St NW,"Washington, DC",DC,20009,38.91127667,-77.0437734,,https://www.yelp.com/biz/dupont-coffee-collective-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/nJhsPQVFXcObRcCo3ZzDmw/o.jpg
'Xim_ZO4YjoFb2_3VLsyBcQ,Lot 38 Espresso Bar,lot 38 espresso bar,4.5,328,4.5-5.0,50+ reviews,$,1,Budget,83.8,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Breakfast & Brunch, Sandwiches","1001 2nd St SE, Washington, DC 20003",1001 2nd St SE,"Washington, DC",DC,20003,38.87768298,-77.00366735,(202) 758-0677,https://www.yelp.com/biz/lot-38-espresso-bar-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/js69SuY-PmmueAiBfLQXYA/o.jpg
'TK_KnIqw2M5850mtNAnpgw,The Coffee Shop,the coffee shop,5,1,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"50 Constitution Ave NE, Washington, DC 20002",50 Constitution Ave NE,"Washington, DC",DC,20002,38.892261,-77.005402,(202) 224-9213,https://www.yelp.com/biz/the-coffee-shop-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/fSJGmNG2V1CitkFfd2niGQ/o.jpg
'lDjyLBUx2-zc6ioCiay4EQ,Le Bon Cafe,le bon cafe,3.7,258,3.5-3.9,50+ reviews,$$,2,Moderate,62.51,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Breakfast & Brunch, Cafes","210 2nd St SE, Washington, DC 20003",210 2nd St SE,"Washington, DC",DC,20003,38.8872604,-77.0033569,(202) 547-7200,https://www.yelp.com/biz/le-bon-cafe-washington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/MVL54v2LJMYTdAnx0-Lxbg/o.jpg
'D8MPRmp2oAOZiAs8OWevBg,Mount Desert Island Ice Cream,mount desert island ice cream,4.5,210,4.5-5.0,50+ reviews,$$,2,Moderate,74.89,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts","3110 Mt Pleasant St NW, Washington, DC 20010",3110 Mt Pleasant St NW,"Washington, DC",DC,20010,38.9291879,-77.0377248,(240) 804-7038,https://www.yelp.com/biz/mount-desert-island-ice-cream-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/yqh6pYu8DV4T7lENHf886w/o.jpg
'Onk12RWEuUkY08a59PPr9A,Compass Coffee,compass coffee,4,76,4.0-4.4,50+ reviews,$,1,Budget,72.84,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Cafes, Internet Cafes","4850 Massachusetts Ave NW, Washington, DC 20016",4850 Massachusetts Ave NW,"Washington, DC",DC,20016,38.9447,-77.09598,,https://www.yelp.com/biz/compass-coffee-washington-13?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/p4VdnwCLGn9HUDbd4EczZw/o.jpg
'W4IqD7ngnpBMCz3pmySTiw,The Board and Brew,the board and brew,4.1,485,4.0-4.4,50+ reviews,$$,2,Moderate,70.19,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Breakfast & Brunch, Tabletop Games","8150 Baltimore Ave, College Park, MD 20740",8150 Baltimore Ave,College Park,MD,20740,38.9915608,-76.9344214,(240) 542-4613,https://www.yelp.com/biz/the-board-and-brew-college-park-4?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/N9XZ599wpT5aDOv0WSrOsg/o.jpg
'uHlFdqn5wAlxEd_EoaPfkQ,DUA DC Coffee at NASA HQ,dua dc coffee at nasa hq,5,1,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,Coffee & Tea,"923 15th St NW, Washington, DC 20005",923 15th St NW,"Washington, DC",DC,20005,38.90210081,-77.03323816,,https://www.yelp.com/biz/dua-dc-coffee-at-nasa-hq-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/bCHr2vwveauarHt6QOOz1A/o.jpg
'KUo-lJo5bU8ToIjGbUB9pg,Heat Da Spot,heat da spot,4.8,533,4.5-5.0,50+ reviews,$$,2,Moderate,81.58,No,Independent / Local,Very high: 500+ reviews,"Coffee & Tea, Breakfast & Brunch, Ethiopian, Coffee & Tea, Breakfast & Brunch, Ethiopian","3213 Georgia Ave NW, Washington, DC 20010",3213 Georgia Ave NW,"Washington, DC",DC,20010,38.9304254,-77.0232633,(202) 836-4719,https://www.yelp.com/biz/heat-da-spot-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/2HKLWJN-N2GeD--Aw2KeKQ/o.jpg
'_cO9o8om4B2kfTrregwYug,Milk + Honey Café,milk honey cafe,2.9,11,Below 3.5,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Bakeries, Sandwiches","400 4th St SW, Mezzanine Level-1M, Washington, DC 20472",400 4th St SW,"Washington, DC",DC,20472,38.8847507,-77.0174558,,https://www.yelp.com/biz/milk-honey-caf%C3%A9-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/4uqrEtguXOOOrnSXjjTqVA/o.jpg
'6johS-EZa1gx2W0uWpy3Tg,DC-Donuts,dc donuts,4.4,85,4.0-4.4,50+ reviews,$,1,Budget,79.47,No,Independent / Local,Medium: 50-199 reviews,"Donuts, Coffee & Tea, Food Stands","225 7th St SE, Washington, DC 20003",225 7th St SE,"Washington, DC",DC,20003,38.88642,-76.99647,,https://www.yelp.com/biz/dc-donuts-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/ThBaThvUcCdW5jUBHvYUTw/o.jpg
'E7IcxHhZDMN21ooRvvtUVQ,Cafecito,cafecito,4.9,14,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Mexican, Coffee & Tea, Breakfast & Brunch","1924 N Uhle St, Arlington, VA 22201",1924 N Uhle St,Arlington,VA,22201,38.89651057,-77.08569487,(703) 566-7491,https://www.yelp.com/biz/cafecito-arlington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/fLpdBqi6P2d98Swym3GOqw/o.jpg
'GZspLuy4gRePN8yKbVKv8w,JOE & THE JUICE,joe and the juice,3.3,248,Below 3.5,50+ reviews,$$,2,Moderate,56.03,No,Chain,High: 200-499 reviews,"Juice Bars & Smoothies, Coffee & Tea, Cafes","1500 K St NW, Washington, DC 20005",1500 K St NW,"Washington, DC",DC,20005,38.902268,-77.034726,,https://www.yelp.com/biz/joe-and-the-juice-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/EADTfo65VePU2KTWJbEtHQ/o.jpg
'16LSbC8W-lM9ljs88Lti_A,Café Georgetown,cafe georgetown,4,381,4.0-4.4,50+ reviews,$$,2,Moderate,68.1,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Wine Bars, Bakeries","3141 N St NW, Washington, DC 20007",3141 N St NW,"Washington, DC",DC,20007,38.90693281,-77.06267279,(202) 731-8373,https://www.yelp.com/biz/caf%C3%A9-georgetown-washington-5?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/Ezgt33q2f1IHK56Y1myI8w/o.jpg
'srHeIOsLgs9wWtm7lAY4nw,Lost River Coffee Company,lost river coffee company,0,0,Below 3.5,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Food Trucks","800 Florida Ave NE, Washington, DC 20002",800 Florida Ave NE,"Washington, DC",DC,20002,38.9090131,-76.98900423,,https://www.yelp.com/biz/lost-river-coffee-company-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/nfNtlq5T_5Z_Pd8ibHUKiQ/o.jpg
'7iarOI_KWOJI4ajix30WuQ,Call Your Mother Deli - West End,call your mother deli west end,4.4,351,4.0-4.4,50+ reviews,$$,2,Moderate,74.34,No,Chain,High: 200-499 reviews,"Bagels, Delis, Coffee & Tea","1143 New Hampshire Ave NW, Washington, DC 20037",1143 New Hampshire Ave NW,"Washington, DC",DC,20037,38.9050349,-77.04746294,(202) 773-0871,https://www.yelp.com/biz/call-your-mother-deli-west-end-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/c1JwQFZHZPBhGpOyDtsKfg/o.jpg
'Cn_bLGVymaYGw_SMZSvaNg,Bluestone Lane Metro Center Coffee Shop,bluestone lane metro center coffee shop,3.3,48,Below 3.5,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Breakfast & Brunch","600 13th St NW, Washington, DC 20005",600 13th St NW,"Washington, DC",DC,20005,38.89810215,-77.029873,(718) 374-6858,https://www.yelp.com/biz/bluestone-lane-metro-center-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/JZLwK5W4Ipr1oYKqQkbCUQ/o.jpg
'jCCFlMX19HYezOEO5gK5LA,Davenport Coffee Lounge,davenport coffee lounge,4,35,4.0-4.4,Under 50 reviews,$,1,Budget,71.29,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"4400 Massachusetts Ave, SIS Bldg Fl 1, Washington, DC 20016",4400 Massachusetts Ave,"Washington, DC",DC,20016,38.93597729,-77.0883518,(202) 885-1841,https://www.yelp.com/biz/davenport-coffee-lounge-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/SnujC918LCp_rT2sOhLWdg/o.jpg
'u-P3QcT0SsW6X9qeKPaf8w,Compass Coffee,compass coffee,4.1,128,4.0-4.4,50+ reviews,$,1,Budget,75.49,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"849 18th St NW, Washington, DC 20006",849 18th St NW,"Washington, DC",DC,20006,38.90104283,-77.0414289,,https://www.yelp.com/biz/compass-coffee-washington-7?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/cRvzkkFaUlC3HxOMNvqDDg/o.jpg
'RlVQcyODytG0XUvv4fZlXg,"Bayou Bakery, Coffee Bar & Eatery",bayou bakery coffee bar and eatery,3.7,1076,3.5-3.9,50+ reviews,$$,2,Moderate,65.41,No,Independent / Local,Very high: 500+ reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","1515 N Courthouse Rd, Arlington, VA 22201",1515 N Courthouse Rd,Arlington,VA,22201,38.891077,-77.083687,(703) 243-2410,https://www.yelp.com/biz/bayou-bakery-coffee-bar-and-eatery-arlington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/EJuOiMh1ONTHbQwY64gskw/o.jpg
'HrE7V7uCvrV2Swj6OYu8tw,Baker’s Daughter,bakers daughter,3.4,82,Below 3.5,50+ reviews,Unknown,,Unknown,,No,Independent / Local,Medium: 50-199 reviews,"Bakeries, Coffee & Tea","1201 K St NW, Washington, DC 20005",1201 K St NW,"Washington, DC",DC,20005,38.90292,-77.02855,(202) 758-0827,https://www.yelp.com/biz/baker-s-daughter-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/I1T2V1cR4KCpkuvxCJj4GA/o.jpg
'o6-Lf2yWHXNv62mslRfIOg,Gregorys Coffee,gregorys coffee,3.8,109,3.5-3.9,50+ reviews,$$,2,Moderate,62.37,No,Chain,Medium: 50-199 reviews,"Bakeries, Coffee & Tea","1111 New Jersey Ave SE, Washington, DC 20003",1111 New Jersey Ave SE,"Washington, DC",DC,20003,38.8769884,-77.0044963,(877) 220-2178,https://www.yelp.com/biz/gregorys-coffee-washington-11?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/ooUwuBDPAPTD36MZcon6ug/o.jpg
'C9zC45sW8kl-swji3P9NPQ,Burn & Brew,burn and brew,4.6,36,4.5-5.0,Under 50 reviews,$$,2,Moderate,72.95,Yes,Independent / Local,Low: under 50 reviews,"Tobacco Shops, Coffee & Tea, Head Shops","566 23rd St S, Arlington, VA 22202",566 23rd St S,Arlington,VA,22202,38.8531618,-77.055048,(703) 769-0000,https://www.yelp.com/biz/burn-and-brew-arlington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/4vY5p5MQPB87C-62TL9EJQ/o.jpg
'0zVbwbV0ZOKf4VOOormV0Q,Commonwealth Joe,commonwealth joe,4.6,516,4.5-5.0,50+ reviews,$,1,Budget,86.32,No,Chain,Very high: 500+ reviews,"Cafes, Coffee & Tea, Coffee Roasteries","520 12th St S, Ste 150, Arlington, VA 22202",520 12th St S,Arlington,VA,22202,38.862669,-77.054934,(855) 248-7688,https://www.yelp.com/biz/commonwealth-joe-arlington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/hIgzwhLJL59gyBDUxWCVRQ/o.jpg
'XBR8rsUduqyU4SPGmEv-eQ,Somewhere,somewhere,4.4,48,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Men's Clothing, Shoe Stores, Coffee & Tea","1239 1st St SE, Washington, DC 20003",1239 1st St SE,"Washington, DC",DC,20003,38.87561851,-77.006191,(202) 506-3710,https://www.yelp.com/biz/somewhere-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/HZ40yZk82sIw9cnvuENeIg/o.jpg
'4JJhOMXh6UIreGXb_pviTA,Daydrift Books & Cafe,daydrift books and cafe,4.6,37,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,Yes,Independent / Local,Low: under 50 reviews,"Cafes, Bookstores, Coffee & Tea","1550 Crystal Dr, Arlington, VA 22202",1550 Crystal Dr,Arlington,VA,22202,38.8593205,-77.0494061,(703) 271-0709,https://www.yelp.com/biz/daydrift-arlington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/wwhjseeSb3PmvMyH_oUlBw/o.jpg
'VA8aPObRynlwR1TGzbzraQ,Founding Farmers DC,founding farmers dc,4,18494,4.0-4.4,50+ reviews,$$,2,Moderate,76,No,Independent / Local,Very high: 500+ reviews,"American, Coffee & Tea, Breakfast & Brunch","1924 Pennsylvania Ave NW, Washington, DC 20006",1924 Pennsylvania Ave NW,"Washington, DC",DC,20006,38.90029,-77.04442,(202) 822-8783,https://www.yelp.com/biz/founding-farmers-dc-washington-7?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/1qouAY2rCR4zSp_cdBkt3w/o.jpg
'ryEwIoIQHr3R7POEJs8Pzw,Compass Coffee,compass coffee,3.8,11,3.5-3.9,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Coffee & Tea, Coffee Roasteries","435 11th St NW, Washington, DC 20004",435 11th St NW,"Washington, DC",DC,20004,38.89597,-77.02681,,https://www.yelp.com/biz/compass-coffee-washington-23?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/cJa7diUiy1AJAoSbJYGYcA/o.jpg
'tKliv9bAvwpqn0wIH8bQcg,Point Chaud Cafe & Crepes,point chaud cafe and crepes,3.7,62,3.5-3.9,50+ reviews,$$,2,Moderate,59.63,No,Independent / Local,Medium: 50-199 reviews,"Creperies, Coffee & Tea","2300 Wisconsin Ave NW, Washington, DC 20007",2300 Wisconsin Ave NW,"Washington, DC",DC,20007,38.920154,-77.071873,(202) 758-2241,https://www.yelp.com/biz/point-chaud-cafe-and-crepes-washington-7?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/Q_bg_1bKMl2vd9SEOxhNKw/o.jpg
'86skzo8oMMMEorEv813nnA,maman,maman,5,2,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","1501 K St NW, Washington, DC 20005",1501 K St NW,"Washington, DC",DC,20005,38.902946,-77.035138,(202) 885-9642,https://www.yelp.com/biz/maman-washington-10?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/XDVlmgwd2Y2r8JeJNwvDHw/o.jpg
'4jvh_mDiwfwBl7MecfcMTg,Pret A Manger,pret a manger,4.4,5,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,"Sandwiches, Coffee & Tea, Breakfast & Brunch","1155 F St NW, Washington, DC 20004",1155 F St NW,"Washington, DC",DC,20004,38.8977459,-77.02721346,(202) 464-2791,https://www.yelp.com/biz/pret-a-manger-washington-21?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/6wvMKrhuOndG2-fFTsvrPw/o.jpg
